교과목명,학정번호,학점
재료역학및응용,CEE3303,3
환경공학및실험,CEE3330,3
구조해석,CEE3401,3
콘크리트구조거동,CEE3402,3
토질역학,CEE3403,3
수리학,CEE3404,3
환경공정및시스템공학,CEE3406,3
강구조및합성구조설계,CEE3408,3
콘크리트구조설계,CEE3410,3
수문시스템공학,CEE3412,3
구조진동및지진공학,CEE3413,3
물관리공학,CEE3414,3
자원순환공학,CEE3415,3
기초공학,CEE3417,3
지형공간탐측학,CEE3419,3
지형공간정보학,CEE3420,3
스마트하천공학,CEE3422,3
인공지능과건설환경공학,CEE3605,3
사회기반시스템종합설계,CEE4201,3
건설환경공학실험및데이터분석,CEE4401,3
건설BIM,CEE4402,3
지반시스템공학,CEE4406,3
건설관리,CEE4408,3
건설자동화및계측,CEE4411,3
건설경제성분석,CEE4412,3
건설환경공학세미나ⓟ,CEE4413,3
사회환경시스템공학연구ⓟ,CEE4415,3
아동가족학의이해,CFS1003,1
영아발달,CFS2103,3
유아교육론,CFS2104,3
가족학개론,CFS2106,3
유아음악교육,CFS3101,3
유아사회.정서교육,CFS3102,3
아동미술교육,CFS3103,3
아동문제행동지도,CFS3104,3
아동상담,CFS3105,3
아동심리측정,CFS3107,3
아동수학지도,CFS3108,3
유아놀이지도,CFS3109,3
가족관계,CFS3110,3
아동문학,CFS3111,3
영유아교수방법,CFS3112,3
친근한관계의이해,CFS3113,3
성격발달,CFS3114,3
부모교육,CFS3116,3
놀이치료,CFS3117,3
아동영양학,CFS3121,3
유아발달,CFS3123,3
유아교육과정,CFS3124,3
아동관찰및행동연구,CFS3125,3
청년발달,CFS3126,3
유아동작교육,CFS3127,3
인지발달,CFS3128,3
특수아동의이해,CFS3129,3
유아건강교육,CFS3130,3
언어지도,CFS3132,3
아동과학지도,CFS3133,3
노년학개론,CFS3134,3
가족복지,CFS3135,3
두뇌와행동,CFS3136,3
아동가족연구와통계적이해,CFS3137,3
인간의학습과 발달,CFS3138,3
아동안전관리,CFS3139,3
보육교사론,CFS4102,3
가족생활교육,CFS4103,3
정신건강론,CFS4104,3
유아교육기관운영관리,CFS4105,3
집단상담의기초,CFS4106,3
인간생태연구,CFS4107,3
가족과젠더,CFS4108,3
아동.가족연구방법론,CFS4109,3
아동복지론,CFS4110,3
아동.가족현장실습ⓟ,CFS4111,3
보육실습,CFS4112,3
노화와가족,CFS4113,3
가족상담,CFS4114,3
가족정책론,CFS4115,3
부모-자녀관계,CFS4118,3
성인초기발달,CFS4121,3
노인상담,CFS4122,3
일반화학및실험(1),CHE1001,3
일반화학및실험(2),CHE1002,3
공학화학및실험(1),CHE1011,3
공학화학및실험(2),CHE1012,3
일반화학및실험(1),CHE1101,3
유기화학 I,CHE2103,3
물리화학1,CHE2105,3
무기화학1,CHE2107,3
분석화학1,CHE2109,3
분석화학2,CHE3102,3
무기화학2,CHE3103,3
생물유기화학,CHE3104,3
유기신소재화학,CHE3106,3
기기분석,CHE3108,3
유기화학2,CHE3110,3
물리화학2,CHE3112,3
분석화학실험,CHE3114,2
유기화학실험,CHE3115,2
무기화학실험,CHE3116,2
물리화학실험,CHE3117,2
진로개발세미나(화학과)ⓟ,CHE3118,1
유기합성,CHE4101,3
분자분광학 및 동역학,CHE4102,3
물리유기화학,CHE4103,3
유기금속화학,CHE4105,3
고등화학전공실험ⓟ,CHE4107,3
무기신소재화학,CHE4109,3
양자화학,CHE4110,3
화학인공지능기초,CHE4112,3
중국입문,CHI3101,3
중국의최근정황,CHI3102,3
전공실기,CHM1101,3
교회음악개론(1),CHM1201,2
합창(심포니콰이어),CHM1207,2
합창(콘서트콰이어),CHM1208,2
교회음악개론(2),CHM1209,2
합창발성법(1),CHM2109,2
합창발성법(2),CHM2110,2
예배음악실습(1),CHM2111,1
예배음악실습(2),CHM2112,1
오르간즉흥연주법(1),CHM2201,2
오르간즉흥연주법(2),CHM2202,2
오르간제작,CHM2203,2
오르간즉흥연주법(3),CHM2206,2
오르간즉흥연주법(4),CHM2207,2
교회음악합창,CHM2653,1
합창음악분석,CHM2654,2
합창지휘클래스,CHM2655,2
바로크앙상블,CHM2663,2
통주저음,CHM2664,2
오르간클래스(1),CHM3201,3
오르간클래스(2),CHM3202,3
오르간문헌(1),CHM3203,2
오르간문헌(2),CHM3204,2
총보리딩(1),CHM3218,2
총보리딩(2),CHM3219,2
하프시코드연주법,CHM3221,3
찬송가학,CHM4201,3
예배와음악,CHM4202,3
합창지휘법,CHM4217,2
오르간부전공(1),CHM4218,2
오르간부전공(2),CHM4219,2
오르간부전공(3),CHM4220,2
오르간부전공(4),CHM4221,2
합창문헌(1),CHM4222,2
합창문헌(2),CHM4223,2
바로크음악연주법,CHM4224,3
분석화학,CHY2001,3
유기화학실험,CHY2002,2
유기화학,CHY2003,3
분석화학실험,CHY2004,1
현대물리학,CHY2005,3
화학사,CHY2006,3
전기분석화학,CHY2008,3
기기분석,CHY3001,3
무기화학실험,CHY3002,1
유기반응론,CHY3003,3
물리화학실험,CHY3004,2
양자화학,CHY3005,3
배위화학,CHY3006,3
생무기화학,CHY3007,3
무기화학,CHY3008,3
생유기화학,CHY3009,3
물리화학(1),CHY3011,3
물리화학(2),CHY3012,3
공업화학,CHY3013,3
유기합성,CHY3014,3
유기구조해석,CHY3015,3
고분자화학,CHY3016,3
재료화학,CHY3019,3
분리분석화학,CHY3021,3
생화학,CHY3022,3
과학논리및논술,CHY3026,2
화학교재연구및지도법,CHY3027,3
화학교육론,CHY3028,3
의용소재화학,CHY3029,3
MEDICI 장기 현장실습,CHY3031,9
분자분광학,CHY4002,3
의약화학,CHY4003,3
고체화학,CHY4004,3
유기금속화학,CHY4006,3
고급화학실험(1),CHY4009,3
고급화학실험(2),CHY4010,3
소재화학실험(캡스톤디자인),CHY4015,3
기업체현장실습(1),CHY4016,1
기업체현장실습(2),CHY4017,1
기업체현장실습(3),CHY4018,1
기업체현장실습(4),CHY4019,1
화학신소재LTM캡스톤디자인,CHY4020,3
INTRODUCTION TO CULTURAL STUDIES,CLC1002,3
INTRODUCTION TO LITERARY STUDIES,CLC1003,3
FILM AND LITERATURE,CLC2001,3
SURVEY OF KOREAN LITERATURE 󰎇,CLC2101,3
KOREAN AND JAPANESE LITERATURE FROM THE COLONIAL PERIOD 󰎇,CLC2102,3
CULTURAL SEMIOTICS IN EAST ASIA I,CLC2103,3
KOREAN STUDIES AND VISUAL ART 󰎇,CLC2104,3
KOREAN AMERICAN WRITERS 󰎇,CLC2105,3
THE EPIC NOVEL,CLC2106,3
IMAGINATIVE WRITING,CLC2107,3
MODERN KOREAN LITERATURE IN TRANSLATION 󰎇,CLC2108,3
POETRY IN FORMS,CLC2109,3
KOREANNESS ACROSS TIME AND SPACE,CLC2111,3
CROSS-CULTURAL INTERACTIONS,CLC2112,3
"SUSTAINABLE KOREA: HISTORY, MEMORY AND HERITAGE",CLC2114,3
MYTH AND CULTURE,CLC2401,3
REPRESENTATION OF GENDER AND RACE IN POPULAR CULTURE,CLC2402,3
EIGHTEENTH-CENTURY MODERNITY,CLC2403,3
MAJOR FICTIONS OF ASIAN WRITERS,CLC2701,3
POSTCOLONIAL LITERATURE IN ENGLISH,CLC2702,3
EXPLORING CULTURE,CLC2704,3
BRAVE NEW WORLDS: EXPLORATIONS IN SCIENCE FICTION,CLC2705,3
SURVEY OF ASIAN AMERICAN LITERATURE,CLC2706,3
READING LYRIC POETRY: FROM RENAISSANCE TO ROMANTICISM,CLC2712,3
POIESIS OF POETRY,CLC2713,3
FILM AND MUSIC (THE HISTORY OF OST),CLC2720,3
"KOREAN LITERATURE AND PERFORMANCE: POEMS, SONGS, AND K-POP",CLC2722,3
RETHINKING KOREAN NATIONAL LITERATURE AND IDENTITY 󰎇,CLC3101,3
CULTURAL SEMIOTICS IN EAST ASIA II 󰎇,CLC3102,3
KOREAN FILM STUDIES 󰎇,CLC3103,3
THE CULTURAL POLITICS OF THE 21ST CENTURY,CLC3107,3
KOREAN MODERNITY AND POPULAR CULTURE,CLC3108,3
ASPECTS OF RHETORICAL CRITICISM,CLC3109,3
CONCEPTS OF HUMAN BEING,CLC3110,3
POETRY STUDIO,CLC3112,3
MEDIEVAL CULTURE AND CONTEMPORARY FILM,CLC3401,3
RUSSIAN LITERATURE AND VISUAL ARTS,CLC3402,3
LITERATURE AND LAW,CLC3501,3
DRAMATIC WRITING,CLC3701,3
POSTCOLONIAL LITERATURE IN ENGLISH,CLC3704,3
EAST ASIAN CINEMA AND CULTURAL CROSSING,CLC3705,3
MANGA: THE ILLUMINATED TEXT,CLC3708,3
READINGS IN MEDIEVAL EUROPEAN LITERATURE,CLC3709,3
DOCUMENTARY FILMMAKING,CLC3710,3
EXPERIMENTS IN AUTOBIOGRAPHY,CLC3711,3
TOPICS IN THE COMPARATIVE PHILOSOPHY OF CULTURE,CLC3712,3
INTRODUCTION TO CONFUCIANISM,CLC3713,3
TOLKIEN'S FANTASY LITERATURE,CLC3714,3
ISSUES IN CONTEMPORARY CULTURE,CLC3715,3
TOPICS IN THE COMPARATIVE PHILOSOPHY OF NATURE,CLC3716,3
TOPICS IN THE COMPARATIVE PHILOSOPHY OF HISTORY,CLC3718,3
EUROPEAN MODERNISM,CLC3719,3
THE LITERATURE AND CULTURE OF DREAMS,CLC3720,3
LITERATURE AND FILM IN MODERN CHINA,CLC3721,3
CHINESE NARRATIVE: ARCHETYPES AND MASTERPIECES,CLC3722,3
VICTORIAN ODDBALLS: VICTORIAN LITERAUTRE IN A TRANSNATIONAL CONTEXT,CLC3724,3
METHODS AND MODES OF FICTION WRITING,CLC3725,3
ROCK MUSIC AND AMERICAN IDENTITY,CLC3728,3
ETHNIC HISTORIES AND POLITICS IN ASIAN AMERICAN NOVEL,CLC3731,3
KOREAN POPULAR MUSIC IN CONTEXT,CLC3733,3
PHILOSOPHY OF MIND,CLC3734,3
CONTEMPORARY CULTURAL THEORY,CLC4701,3
METROPOLITAN LITERATURE AND CULTURE,CLC4702,3
KOREAN DIASPORA IN LITERATURE 󰎇,CLC4703,3
SELECTED TOPICS IN EAST ASIAN CULTURAL STUDIES,CLC4704,3
"LANGUAGE, MYTH & THE CONCEPT OF CULTURE",CLC4705,3
CHRISTIANITY AND THE WESTERN CIVILIZATION,CLC4706,3
SENIOR THESIS WRITING,CLC4709,3
SEMINAR & WESTERN LITERATURE: THE LITERATURE OF THE AXIS OF EVIL,CLC4710,3
EAST ASIAN RELIGION AND CULTURE 󰎇,CLC4711,3
POPULAR CULTURE: CUTE NEW WORLD,CLC4712,3
TOPICS IN THE COMPARATIVE PHILOSOPHY OF LITERATURE,CLC4714,3
SEMINAR IN PROFESSIONAL WRITING,CLC4715,3
TRADITION AND POPULAR CULTURE IN ASIAN THEATER,CLC4719,3
HUMANITIES AND RELATED FIELDS,CLC4721,3
THEATRE INTERCULTURALISM,CLC4723,3
UT세미나,CLL2002,1
중국어학입문,CLL2101,3
중국문학입문,CLL2102,3
전공중국어연습(1),CLL2305,3
전공중국어연습(2),CLL2306,3
역대산문선독,CLL2401,3
중국역대시가선독,CLL2402,3
중국현대영상예술,CLL2601,3
중국전통극예술,CLL2602,3
중국신화의이해,CLL2603,3
중급중국어듣기,CLL3301,3
중급중국어말하기,CLL3302,3
중급중국어독해,CLL3303,3
중급중국어쓰기,CLL3304,3
시사중국어,CLL3305,3
실용중국어,CLL3306,3
비즈니스중국어,CLL3307,3
중국어실용교육어법(1),CLL3308,3
중국어실용교육어법(2),CLL3309,3
중국고대문학사,CLL3401,3
당송산문선독,CLL3402,3
중국문언소설선독,CLL3403,3
제자강독,CLL3404,3
중국소설사,CLL3405,3
중국백화소설선독,CLL3406,3
현대시선독,CLL3407,3
중국현대산문선독,CLL3408,3
중국근세문학사,CLL3409,3
당시,CLL3410,3
중국현대문학사,CLL3411,3
중국현대소설선독,CLL3412,3
중국사곡선독,CLL3413,3
경서강독,CLL3414,3
시경,CLL3415,3
초사,CLL3416,3
중국어품사론,CLL3501,3
한자학,CLL3502,3
중국어통사론,CLL3503,3
중국어음운론,CLL3504,3
현대한자론,CLL3505,3
老莊사상과중국문화,CLL3507,3
제2외국어로서의중국어교육론,CLL3601,3
중국어교육론,CLL3605,3
현대한어와한어어법(1),CLL3606,3
현대한어와한어어법(2),CLL3607,3
현대중국어음운론,CLL3608,3
성어로들어가는중국,CLL3610,3
중국신화미술의흐름,CLL3994,3
고급중국어독해,CLL4301,3
고급중국어듣기,CLL4302,3
고급중국어말하기,CLL4303,3
고급중국어쓰기,CLL4304,3
중국문학비평,CLL4402,3
중국현대문학사조,CLL4403,3
중국문학특강,CLL4405,3
중국현대작가론,CLL4406,3
중국현대문학주제,CLL4407,3
중국어학특강,CLL4501,3
중국언어학사,CLL4502,3
현대한어교학과응용(1),CLL4503,3
대조언어학과중국어교육,CLL4530,3
중국문언문법,CLL4533,3
중국문화론특강,CLL4601,3
중국어교육어법연구방법론,CLL4602,3
중국어음성학,CLL4603,3
중국희곡선독,CLL4604,3
중국어발제와토론,CLL4606,3
중국어교수법,CLL4607,3
중국어역사음운론,CLL4608,3
탈경계시대의비교문학,CML3101,3
이야기와매체,CML3103,3
동양으로서양읽기,CML3104,3
서구문학의정전,CML3105,3
전공실기(작곡),CMP1101,3
시창ㆍ청음(1),CMP1201,2
시창ㆍ청음(2),CMP1202,2
화성학(1),CMP1203,2
화성학(2),CMP1204,2
악기론(1),CMP1205,2
악기론(2),CMP1206,2
화성학(4),CMP2004,2
시창ㆍ청음(3),CMP2201,2
시창ㆍ청음(4),CMP2202,2
화성학(3),CMP2203,2
화성학(4),CMP2204,2
음악사(1),CMP2205,2
음악사(2),CMP2206,2
진로개발세미나(작곡과),CMP2294,1
음악사(3),CMP3201,2
음악사(4),CMP3202,2
형식과분석,CMP3204,3
대위법,CMP3205,3
실용음악(1),CMP3207,2
실용음악(2),CMP3208,2
뮤직테크놀로지(1),CMP3209,2
뮤직테크놀로지(2),CMP3210,2
국악개론,CMP3211,3
고급대위법,CMP3214,3
뮤직테크놀로지(3),CMP3215,2
뮤직테크놀로지(4),CMP3216,2
진로계획세미나(작곡과),CMP3217,1
현대음악분석,CMP4201,3
관현악법,CMP4204,3
현대음악문헌,CMP4205,3
음악학개론,CMP4206,2
작곡세미나,CMP4208,3
고급관현악법,CMP4209,3
의류산업과패션,CNT1101,3
주니어세미나ⓟ,CNT2001,1
UT세미나ⓟ,CNT2002,1
의류제작방법,CNT2104,3
패턴디자인의기초,CNT2105,3
의류산업유통론,CNT2106,3
서양의복식문화와역사,CNT2108,3
패션마케팅,CNT2109,3
섬유가공과신소재,CNT2111,3
평면패턴디자인,CNT2112,3
의류재료의이해,CNT2114,3
의류디자인,CNT2120,3
어패럴패턴캐드,CNT2121,3
의류재료분석및실험,CNT2122,3
패션광고및판매촉진,CNT3101,3
입체패턴설계,CNT3105,3
의복과환경,CNT3111,3
섬유제품품질평가,CNT3113,3
패션브랜드마케팅관리,CNT3114,3
동양의복식문화와역사,CNT3115,3
의류디자인및기획,CNT3116,3
패션비지니스시스템,CNT3117,3
패션산업의혁신과창업,CNT3118,3
의류생산종합설계,CNT3119,3
인간과의복행동,CNT3120,3
직물조직과설계,CNT3121,3
의류소재개발및기획,CNT3122,3
어패럴패턴디자인,CNT3124,3
테일러링,CNT3126,3
의복관리,CNT3128,3
글로벌리테일비즈니스,CNT3129,3
어패럴디자인과기능성,CNT3131,3
패션색채와의류기획,CNT3133,3
패션소재의표면디자인,CNT3135,3
유행심리와의류산업,CNT3136,3
패션산업현장업무ⓟ,CNT3137,3
패션상품과국제무역,CNT3139,3
지속가능성과의류상품디자인개발,CNT3140,3
지속가능의류비즈니스,CNT3141,3
기능성의류소재,CNT4106,3
국제의류마케팅,CNT4108,3
의류상품기획의실제와응용,CNT4110,3
럭셔리패션경영,CNT4111,3
의류제품분석,CNT4113,3
의류학현장실습,CNT4114,3
의류소비자행동분석,CNT4115,3
의복과감성과학,CNT4117,3
기능성의류설계,CNT4120,3
텍스타일산업과지식재산권,CNT4121,3
의류상품개발과의류디자인,CNT4123,3
패션기업과CEO연구,CNT4125,3
패션소비문화와소비자주의,CNT4126,3
직물의염색,CNT4127,3
인지과학입문,COG3101,3
언론학개론,COM1101,3
언론학연구방법론,COM2101,3
스피치소통론(구 현대화법),COM2104,3
광고의이해,COM2105,3
커뮤니케이션테크놀로지의이해,COM2106,3
대중문화론,COM2107,3
방송의이해,COM2109,3
영상제작실습,COM2110,3
영상제작이론,COM2111,3
미디어글쓰기기초,COM2113,3
미디어와사회,COM2117,3
시사논술작성실습,COM2120,3
미디어산업론,COM2122,3
커뮤니케이션디자인워크샾,COM2123,3
진로계획세미나,COM3005,1
고급영상제작,COM3101,3
국제커뮤니케이션,COM3103,3
다큐멘터리제작,COM3105,3
대인관계와커뮤니케이션,COM3106,3
미디어법제론,COM3110,3
미디어와사회변동,COM3112,3
미디어윤리,COM3113,3
설득커뮤니케이션론,COM3117,3
저널리즘의이해 (구 뉴스의사회학),COM3120,3
커뮤니케이션과통계,COM3124,3
정치커뮤니케이션,COM3125,3
조직커뮤니케이션,COM3126,3
P.R론,COM3128,3
탐사보도,COM3130,3
저널리즘실습,COM3131,3
한국영화와문화연구,COM3133,3
미디어심리학,COM3134,3
영화예술의이해,COM3137,3
미디어와여론,COM3139,3
인터렉티브스토리텔링,COM3140,3
"Media, Art and Society",COM3141,3
소비자분석론,COM3143,3
고급PR론,COM3144,3
P.R사례분석,COM3145,3
디지털마케팅,COM3146,3
위험사회와커뮤니케이션,COM3148,3
미디어편성과수용자,COM3149,3
헬스커뮤니케이션,COM3154,3
게임디자인과문화,COM3155,3
인터페이스디자인,COM3156,3
방송컨텐츠구성론,COM3159,3
한국영화사,COM3163,3
데이터언론학,COM3164,3
실전취재보도,COM3165,3
PR과미디어리터러시,COM3166,3
미디어제작현장워크숍ⓟ,COM3168,3
전략커뮤니케이션관계구축,COM3169,3
저널리즘의지평,COM3170,3
저널리즘실습:고급과정,COM3172,3
언론학의 최근동향,COM3173,3
"AI, DATA & DEMOCRACY",COM3174,3
빅데이터와 사회,COM3176,3
디지털 저널리즘 실습,COM3177,3
디지털미디어와 크리에이터,COM3178,3
온라인저널리즘,COM3179,3
광고와미디어테크놀로지,COM3180,3
언론의자유,COM3181,3
뉴미디어영상제작실습,COM3182,3
OTT콘텐츠기획및제작,COM3183,3
커뮤니케이션기반서비스기획,COM3184,3
메타버스·AI 미디어 제작실습,COM3185,3
플랫폼편성,COM3186,3
언론학고전강독,COM3187,3
사이버커뮤니케이션,COM4109,3
텔레커뮤니케이션론,COM4112,3
PR기획실습,COM4113,3
방송저널리즘의이해,COM4114,3
마케팅커뮤니케이션캠페인,COM4115,3
미디어플래닝,COM4116,3
"소통능력구 ( , 커뮤니케이션능력개발)",COM4200,3
온라인미디어분석,COM4202,3
디지털미디어스타트업,COM4203,3
인공지능프로그래밍입문,COM4205,3
커뮤니케이션텍스트마이닝,COM4206,3
위기관리론,COM4207,3
뉴미디어와저널리즘,COM4209,3
인간-컴퓨터상호작용의이해,COM4211,3
중국언론과정치사회,COM4212,3
공중캠페인:이론과실습,COM4214,3
R과커뮤니케이션자료분석,COM4215,3
휴먼커뮤니케이션,COM4216,3
인공지능과커뮤니케이션,COM4217,3
저널리즘스피치실습,COM4303,3
도시계획,CRP2300,3
교통계획,CRP2320,3
환경계획,CRP2340,3
국토및지역계획,CRP2350,3
교통공학,CRP2620,3
도시형태및역사,CRP2630,3
토지이용계획및설계,CRP2730,3
공공공간계획및설계,CRP2731,3
기초확률및통계,CRP2742,3
도시학개론,CRP2743,3
도시계획을위한표현기법,CRP2745,3
스마트도시대중교통,CRP3000,3
도시공학종합설계,CRP3102,3
주거단지계획및설계,CRP3430,3
도시및지역경제,CRP3610,3
커뮤니티재생계획및설계,CRP3630,3
도시연구방법,CRP3650,3
스마트시티계획,CRP3710,3
테마형산업문화단지계획및설계,CRP3730,3
토지및주택정책,CRP3750,3
도시공간정보분석,CRP3760,3
도시모빌리티분석및계획,CRP3770,3
도시계획및환경관리법,CRP3780,3
부동산개발분석,CRP3790,3
도시안전및방재계획,CRP3792,3
도시성장관리,CRP4710,3
도시설계개발금융정책분석,CRP4730,3
미래형도시설계방법및기법,CRP4731,3
도시환경평가,CRP4750,3
미래모빌리티,CRP4760,3
모빌리티데이터마이닝,CRP4780,3
도시설계개론,CRP4870,3
컴퓨터과학입문,CSI2106,3
컴퓨터그래픽스,CSI4105,3
INTRODUCTION TO MANAGEMENT,CTM1001,3
IT FOUNDATION,CTM1002,3
COMPUTER PROGRAMMING AND LITERACY,CTM1004,3
INFORMATION SYSTEMS MANAGEMENT,CTM2002,3
STRATEGY FOR CREATIVE TECHNOLOGY BUSINESS,CTM2003,3
UX DESIGN AND STRATEGIC MANAGEMENT,CTM2005,3
ATTRACTING INVESTMENT FOR AN ENTREPRENEURIAL VENTURE,CTM2009,3
SOCIAL NETWORK ANALYSIS,CTM2011,3
STRATEGIC MARKETING IN CREATIVE INDUSTRY,CTM2012,3
DATA SCIENCE FOR BUSINESS,CTM2014,3
FINANCIAL ACCOUNTING FOR TECHNOLOGY VENTURE FIRMS,CTM2015,3
STATISTICS FOR BUSINESS AND SUSTAINABILITY,CTM2016,3
FINANCIAL MANAGEMENT FOR TECHNOLOGY VENTURE FIRMS,CTM2017,3
MANAGERIAL ACCOUNTING FOR TECHNOLOGY VENTURE FIRMS,CTM2018,3
CULTURE TECHNOLOGY,CTM2020,3
BUSINESS MODELS IN CREATIVE TECHNOLOGY INDUSTRY,CTM3001,3
INFORMATION SECURITY AND PRIVACY,CTM3006,3
PROJECT MANAGEMENT IN CREATIVE INDUSTRY,CTM3007,3
MEDIA ENTERTAINMENT INDUSTRY AND POLICY,CTM3010,3
DIGITAL BUSINESS STRATEGY,CTM3011,3
BUSINESS STRATEGY AND DATA ANALYTICS,CTM3012,3
ECONOMICS OF TECHNOLOGICAL INNOVATION,CTM3013,3
SERVICE SYSTEM MANAGEMENT,CTM3014,3
TECHNOVATION: TECHNOLOGY AND INNOVATION MANAGEMENT,CTM3015,3
DIGITAL SOCIAL MEDIA,CTM3016,3
IT BUSINESS MODEL ANALYSIS & DEVELOPMENT,CTM3017,3
ENTREPRENEURSHIP AND INNOVATION POLICY,CTM3018,3
TOOLS AND TECHNIQUES FOR TECHNOLOGY MANAGEMENT,CTM3019,3
NETWORK SCIENCE FOR CREATIVE INDUSTRY,CTM3020,3
OPERATIONS RESEARCH AND MANAGEMENT SCIENCE,CTM3021,3
MUSIC INFORMATION RETRIEVAL,CTM3022,3
INTERNATIONAL MARKETING,CTM3024,3
HUMAN RESOURCE MANAGEMENT FOR TECHNOLOGY BUSINESS,CTM3025,3
